title,amount,severity,project,description
781,88,3,11, <br>Remove this unused "pr" local variable.<br>Remove this unused "oval" local variable.<br>Remove this unused "h" local variable.<br>Remove this unused "attributes" local variable.<br>Remove this unused "i" local variable.<br>Remove this unused "action" local variable.<br>Remove this unused "f" local variable.<br>Remove this unused "max" local variable.<br>Remove this unused "oldFamily" local variable.<br>Remove this unused "maj" local variable.<br>Remove this unused "aa" local variable.<br>Remove this unused "oldCollection" local variable.<br>Remove this unused "editNewSize" local variable.<br>Remove this unused "a" local variable.<br>Remove this unused "ns" local variable.<br>Remove this unused "bez" local variable.<br>Remove this unused "value" local variable.<br>Remove this unused "rootElement" local variable.<br>Remove this unused "mi" local variable.<br>Remove this unused "tool" local variable.<br>Remove this unused "radial1" local variable.<br>Remove this unused "total" local variable.<br>Remove this unused "isZipped" local variable.<br>Remove this unused "oldFace" local variable.<br>Remove this unused "mirrorVertical" local variable.<br>Remove this unused "extentY" local variable.<br>Remove this unused "name" local variable.<br>Remove this unused "count" local variable.<br>Remove this unused "d" local variable.<br>Remove this unused "found" local variable.<br>Remove this unused "type" local variable.<br>Remove this unused "oldValue" local variable.<br>Remove this unused "w" local variable.<br>Remove this unused "x" local variable.<br>Remove this unused "cy" local variable.<br>Remove this unused "fName" local variable.<br>Remove this unused "centerSpacing" local variable.<br>Remove this unused "cx" local variable.<br>Remove this unused "childFigure" local variable.<br>Remove this unused "pbstream" local variable.<br>Remove this unused "path" local variable.<br>Remove this unused "previousCornerAngle" local variable.<br>Remove this unused "intValue" local variable.<br>Remove this unused "mirrorHorizontal" local variable.<br>Remove this unused "min" local variable.<br>Remove this unused "tickHeight" local variable.<br>Remove this unused "mtpui" local variable.<br>Remove this unused "centerEffect" local variable.<br>Remove this unused "doubleValue" local variable.<br>Remove this unused "sequence" local variable.<br>Remove this unused "comp" local variable.<br>Remove this unused "color" local variable.<br>Remove this unused "pad" local variable.<br>Remove this unused "btn" local variable.<br>Remove this unused "c" local variable.<br>Remove this unused "edit" local variable.<br>Remove this unused "element" local variable.
782,93,3,11, <br>Add a default case to this switch.<br>Move this default to the end of the switch.
785,135,4,11, <br>Equality tests should not be made with floating point values.
787,9,2,11, <br>Remove the literal "true" boolean value.<br>Remove the literal "false" boolean value.
788,51,2,11, <br>Immediately return this expression instead of assigning it to the temporary variable "that".<br>Immediately return this expression instead of assigning it to the temporary variable "error".<br>Immediately return this expression instead of assigning it to the temporary variable "obj".<br>Immediately return this expression instead of assigning it to the temporary variable "result".<br>Immediately return this expression instead of assigning it to the temporary variable "tool".<br>Immediately return this expression instead of assigning it to the temporary variable "edit".<br>Immediately return this expression instead of assigning it to the temporary variable "p3".<br>Immediately return this expression instead of assigning it to the temporary variable "c".<br>Immediately return this expression instead of assigning it to the temporary variable "r".<br>Immediately return this expression instead of assigning it to the temporary variable "ui".<br>Immediately return this expression instead of assigning it to the temporary variable "list".<br>Immediately return this expression instead of assigning it to the temporary variable "image".<br>Immediately return this expression instead of assigning it to the temporary variable "cc".<br>Immediately return this expression instead of assigning it to the temporary variable "relativePoint".<br>Immediately return this expression instead of assigning it to the temporary variable "bounds".<br>Immediately return this expression instead of assigning it to the temporary variable "actions".<br>Immediately return this expression instead of assigning it to the temporary variable "origin".<br>Immediately return this expression instead of assigning it to the temporary variable "figure".<br>Immediately return this expression instead of assigning it to the temporary variable "components".<br>Immediately return this expression instead of assigning it to the temporary variable "t".<br>Immediately return this expression instead of assigning it to the temporary variable "f".<br>Immediately return this expression instead of assigning it to the temporary variable "gp".<br>Immediately return this expression instead of assigning it to the temporary variable "value".<br>Immediately throw this expression instead of assigning it to the temporary variable "error".<br>Immediately return this expression instead of assigning it to the temporary variable "p".
790,125,3,11, <br>Remove those useless parentheses.
792,25,2,11, <br>Remove this unnecessary cast to "AbstractColorChooserPanel[]".<br>Remove this unnecessary cast to "double".<br>Remove this unnecessary cast to "int".<br>Remove this unnecessary cast to "Icon".<br>Remove this unnecessary cast to "String".<br>Remove this unnecessary cast to "Double".<br>Remove this unnecessary cast to "Throwable".<br>Remove this unnecessary cast to "float".<br>Remove this unnecessary cast to "JMenuItem".<br>Remove this unnecessary cast to "RootPaneContainer".<br>Remove this unnecessary cast to "KeyStroke".
793,36,2,11, <br>Remove this unused import 'java.util.Hashtable'.<br>Remove this unused import 'javax.swing.JTabbedPane'.<br>Remove this unused import 'org.jhotdraw.app.action.edit.DuplicateAction'.<br>Remove this unused import 'edu.umd.cs.findbugs.annotations.NonNull'.<br>Remove this unused import 'org.jhotdraw.app.action.edit.CutAction'.<br>Remove this unused import 'org.jhotdraw.app.action.edit.PasteAction'.<br>Remove this unused import 'java.util.logging.Level'.<br>Remove this unused import 'java.util.logging.Logger'.<br>Remove this unused import 'java.io.IOException'.<br>Remove this unused import 'java.io.StringReader'.<br>Remove this unused import 'java.io.CharArrayReader'.<br>Remove this unused import 'org.jhotdraw.app.action.edit.CopyAction'.<br>Remove this unused import 'javax.swing.JFileChooser'.<br>Remove this unused import 'java.awt.geom.Point2D'.<br>Remove this unused import 'java.awt.Dimension'.<br>Remove this unused import 'sun.reflect.generics.reflectiveObjects.NotImplementedException'.<br>Remove this unused import 'org.jhotdraw.app.action.edit.SelectAllAction'.<br>Remove this unused import 'java.io.Reader'.<br>Remove this unused import 'java.io.Serializable'.
796,28,3,11, <br>Add a private constructor to hide the implicit public one.<br>Hide this public constructor.
799,5,3,11, <br>Replace "Collections.EMPTY_LIST" by "Collections.emptyList()".
803,19,3,11, <br>Define and throw a dedicated exception instead of using a generic one.
804,34,3,11, <br>Replace the synchronized class "StringBuffer" by an unsynchronized one such as "StringBuilder".<br>Replace the synchronized class "Stack" by an unsynchronized one such as "Deque".<br>Replace the synchronized class "Hashtable" by an unsynchronized one such as "HashMap".<br>Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".
808,220,3,11, <br>Make "app" transient or serializable.<br>Make "figureToolBar" transient or serializable.<br>Make "attributeKey" transient or serializable.<br>Make "name" transient or serializable.<br>Make "opacityFieldHandler" transient or serializable.<br>Make "heightField" transient or serializable.<br>Make "child" transient or serializable.<br>Make "canvasToolBar" transient or serializable.<br>Make "fillShape" transient or serializable.<br>Make "fvalue" transient or serializable.<br>Make "primaryField" transient or serializable.<br>Make "newTransformRestoreData" transient or serializable.<br>Make "value1" transient or serializable.<br>Make "clashField" transient or serializable.<br>Make "viewListener" transient or serializable.<br>Make "labels" transient or serializable.<br>Make "progressModel" transient or serializable.<br>Make "strokeShape" transient or serializable.<br>Make "max" transient or serializable.<br>Make "source" transient or serializable.<br>Make "newValue" transient or serializable.<br>Make "backgroundTile" transient or serializable.<br>Make "invisibleConstrainer" transient or serializable.<br>Make "strokeToolBar" transient or serializable.<br>Make "actionToolBar" transient or serializable.<br>Make "opacityKey" transient or serializable.<br>Make "application" transient or serializable.<br>Make "handleInvalidator" transient or serializable.<br>Make "mouseHandler" transient or serializable.<br>Make "value2" transient or serializable.<br>Make "fillColorKey" transient or serializable.<br>Make "opacitySlider" transient or serializable.<br>Make "viewFactory" transient or serializable.<br>Make "ccModel" transient or serializable.<br>Make "value" transient or serializable.<br>Make "applicationListener" transient or serializable.<br>Make "opacityField" transient or serializable.<br>Make "svgPanel" transient or serializable.<br>Make "inputValue" transient or serializable.<br>Make "alignToolBar" transient or serializable.<br>Make "sliderModel" transient or serializable.<br>Make "parent" transient or serializable.<br>Make "defaultValue" transient or serializable.<br>Make "drawingPanel" transient or serializable.<br>Make "min" transient or serializable.<br>Make "ppc" transient or serializable.<br>Make "compatibleTextAction" transient or serializable.<br>Make "noFocusBorder" transient or serializable.<br>Make "attribute" transient or serializable.<br>Make "y" transient or serializable.<br>Make "containerHandler" transient or serializable.<br>Make "widthField" transient or serializable.<br>Make "opacitySliderHandler" transient or serializable.<br>Make "harmonicWheel" transient or serializable.<br>Make "arrangement" transient or serializable.<br>Make "drawingBufferNV" transient or serializable.<br>Make "figures" transient or serializable.<br>Make "eventHandler" transient or serializable.<br>Make "splitField" transient or serializable.<br>Make "matcher" transient or serializable.<br>Make "oldValue" transient or serializable.<br>Make "linkToolBar" transient or serializable.<br>Make "imageProducer" transient or serializable.<br>Make "editor" transient or serializable.<br>Make "fontToolBar" transient or serializable.<br>Make "triadField" transient or serializable.<br>Make "arrangeable" transient or serializable.<br>Make "colorWheel" transient or serializable.<br>Make "action" transient or serializable.<br>Make "colorWheelProducer" transient or serializable.<br>Make "secondaryHandleOwner" transient or serializable.<br>Make "opacityPopupButton" transient or serializable.<br>Make "documentHandler" transient or serializable.<br>Make "arrangeToolBar" transient or serializable.<br>Make "editRedoValue" transient or serializable.<br>Make "editedFigures" transient or serializable.<br>Make "drawingComponent" transient or serializable.<br>Make "creationToolBar" transient or serializable.<br>Make "pane" transient or serializable.<br>Make "drawingBufferV" transient or serializable.<br>Make "thetaField" transient or serializable.<br>Make "monochromaticField" transient or serializable.<br>Make "preferences" transient or serializable.<br>Make "drawing" transient or serializable.<br>Make "fillToolBar" transient or serializable.<br>Make "ownerMovementHandler" transient or serializable.<br>Make "customHueField" transient or serializable.<br>Make "linkField" transient or serializable.<br>Make "model" transient or serializable.<br>Make "oldTransformRestoreData" transient or serializable.<br>Make "colorShape" transient or serializable.<br>Make "image" transient or serializable.<br>Make "m" transient or serializable.<br>Make "icon" transient or serializable.<br>Make "x" transient or serializable.<br>Make "ypoints" transient or serializable.<br>Make "prefs" transient or serializable.<br>Make "strokeColorKey" transient or serializable.<br>Make "visibleConstrainer" transient or serializable.<br>Make "undoManager" transient or serializable.<br>Make "view" transient or serializable.<br>Make "xpoints" transient or serializable.<br>Make "executor" transient or serializable.<br>Make "achromaticField" transient or serializable.<br>Make "viewToolBar" transient or serializable.<br>Make "windowHandler" transient or serializable.<br>Make "colorWheelImage" transient or serializable.<br>Make "linkFieldHandler" transient or serializable.<br>Make "constrainer" transient or serializable.<br>Make "modelHandler" transient or serializable.<br>Make "owner" transient or serializable.<br>Make "selectedFigures" transient or serializable.<br>Make "runner" transient or serializable.<br>Make "activeHandle" transient or serializable.<br>Make "analogousField" transient or serializable.<br>Make "formattedTextFieldAdapter" transient or serializable.<br>Make "key" transient or serializable.<br>Make "complementaryField" transient or serializable.<br>Make "propertyHandler" transient or serializable.<br>Make "specificView" transient or serializable.<br>Make "handler" transient or serializable.
809,31,3,11, <br>Method has 9 parameters- which is greater than 7 authorized.<br>Method has 11 parameters- which is greater than 7 authorized.<br>Method has 8 parameters- which is greater than 7 authorized.<br>Method has 10 parameters- which is greater than 7 authorized.
810,8,3,11, <br>Extract this nested try block into a separate method.
815,46,3,11, <br>Either remove or fill this block of code.
817,2,4,11, <br>Use "BigDecimal.valueOf" instead.
819,94,3,11, <br>Move this closing curly brace to the next line.
820,5,3,11, <br>Remove this if statement.
823,72,2,11, <br>Replace all tab characters in this file by sequences of white-spaces.
824,3,4,11, <br>Remove this call to "exit" or ensure it is really required.
827,103,4,11, <br>Use a logger to log this exception.
831,84,3,11, <br>At most one statement is allowed per line- but 2 statements were found on this line.<br>At most one statement is allowed per line- but 3 statements were found on this line.
834,52,3,11, <br>Rename this local variable name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
835,224,3,11, <br>Move the "caption" string literal on the left side of this string comparison.<br>Move the "custom-shape" string literal on the left side of this string comparison.<br>Move the "equals" string literal on the left side of this string comparison.<br>Move the "marker" string literal on the left side of this string comparison.<br>Move the "string" string literal on the left side of this string comparison.<br>Move the "title" string literal on the left side of this string comparison.<br>Move the "master-styles" string literal on the left side of this string comparison.<br>Move the "styles" string literal on the left side of this string comparison.<br>Move the "fileFilterChanged" string literal on the left side of this string comparison.<br>Move the "paragraph-properties" string literal on the left side of this string comparison.<br>Move the "ref" string literal on the left side of this string comparison.<br>Move the "text/css" string literal on the left side of this string comparison.<br>Move the "scaleFactor" string literal on the left side of this string comparison.<br>Move the "800" string literal on the left side of this string comparison.<br>Move the "400" string literal on the left side of this string comparison.<br>Move the "accelerator" string literal on the left side of this string comparison.<br>Move the "Darwin" string literal on the left side of this string comparison.<br>Move the "toString" string literal on the left side of this string comparison.<br>Move the "translate" string literal on the left side of this string comparison.<br>Move the "textArea" string literal on the left side of this string comparison.<br>Move the "graphic-properties" string literal on the left side of this string comparison.<br>Move the "snapToTicks" string literal on the left side of this string comparison.<br>Move the "g" string literal on the left side of this string comparison.<br>Move the "colorComponentIndex" string literal on the left side of this string comparison.<br>Move the "bold" string literal on the left side of this string comparison.<br>Move the "vnd.oasis.opendocument.graphics" string literal on the left side of this string comparison.<br>Move the "linearGradient" string literal on the left side of this string comparison.<br>Move the "svg+xml" string literal on the left side of this string comparison.<br>Move the "\n" string literal on the left side of this string comparison.<br>Move the "font" string literal on the left side of this string comparison.<br>Move the "a" string literal on the left side of this string comparison.<br>Move the "polyline" string literal on the left side of this string comparison.<br>Move the "color" string literal on the left side of this string comparison.<br>Move the "longArray" string literal on the left side of this string comparison.<br>Move the "shadow" string literal on the left side of this string comparison.<br>Move the "polygon" string literal on the left side of this string comparison.<br>Move the "style" string literal on the left side of this string comparison.<br>Move the "intArray" string literal on the left side of this string comparison.<br>Move the "enum" string literal on the left side of this string comparison.<br>Move the "application" string literal on the left side of this string comparison.<br>Move the "image" string literal on the left side of this string comparison.<br>Move the "line" string literal on the left side of this string comparison.<br>Move the "measure" string literal on the left side of this string comparison.<br>Move the "center" string literal on the left side of this string comparison.<br>Move the "byte" string literal on the left side of this string comparison.<br>Move the "skewX" string literal on the left side of this string comparison.<br>Move the "900" string literal on the left side of this string comparison.<br>Move the "true" string literal on the left side of this string comparison.<br>Move the "path" string literal on the left side of this string comparison.<br>Move the "floatArray" string literal on the left side of this string comparison.<br>Move the "-open" string literal on the left side of this string comparison.<br>Move the "circle" string literal on the left side of this string comparison.<br>Move the "hashCode" string literal on the left side of this string comparison.<br>Move the "" string literal on the left side of this string comparison.<br>Move the "use" string literal on the left side of this string comparison.<br>Move the "Aqua" string literal on the left side of this string comparison.<br>Move the "connector" string literal on the left side of this string comparison.<br>Move the "file" string literal on the left side of this string comparison.<br>Move the "doubleArray" string literal on the left side of this string comparison.<br>Move the "italic" string literal on the left side of this string comparison.<br>Move the "JComponent.sizeVariant" string literal on the left side of this string comparison.<br>Move the "drawing" string literal on the left side of this string comparison.<br>Move the "close" string literal on the left side of this string comparison.<br>Move the "componentOrientation" string literal on the left side of this string comparison.<br>Move the "frame" string literal on the left side of this string comparison.<br>Move the "boolean" string literal on the left side of this string comparison.<br>Move the "ApproveSelection" string literal on the left side of this string comparison.<br>Move the "float" string literal on the left side of this string comparison.<br>Move the "skewY" string literal on the left side of this string comparison.<br>Move the "bolditalic" string literal on the left side of this string comparison.<br>Move the "default-style" string literal on the left side of this string comparison.<br>Move the "plain" string literal on the left side of this string comparison.<br>Move the "content.xml" string literal on the left side of this string comparison.<br>Move the "solidColor" string literal on the left side of this string comparison.<br>Move the "null" string literal on the left side of this string comparison.<br>Move the "text-properties" string literal on the left side of this string comparison.<br>Move the "text" string literal on the left side of this string comparison.<br>Move the "long" string literal on the left side of this string comparison.<br>Move the "500" string literal on the left side of this string comparison.<br>Move the "FIXED" string literal on the left side of this string comparison.<br>Move the "colorComponentChange" string literal on the left side of this string comparison.<br>Move the "none" string literal on the left side of this string comparison.<br>Move the "aqua" string literal on the left side of this string comparison.<br>Move the "=" string literal on the left side of this string comparison.<br>Move the "double" string literal on the left side of this string comparison.<br>Move the "underline" string literal on the left side of this string comparison.<br>Move the "drawing-page-properties" string literal on the left side of this string comparison.<br>Move the "defs" string literal on the left side of this string comparison.<br>Move the "automatic-styles" string literal on the left side of this string comparison.<br>Move the "short" string literal on the left side of this string comparison.<br>Move the "master-page" string literal on the left side of this string comparison.<br>Move the "currentcolor" string literal on the left side of this string comparison.<br>Move the "auto" string literal on the left side of this string comparison.<br>Move the "tspan" string literal on the left side of this string comparison.<br>Move the "visible" string literal on the left side of this string comparison.<br>Move the "before" string literal on the left side of this string comparison.<br>Move the "orientation" string literal on the left side of this string comparison.<br>Move the "default" string literal on the left side of this string comparison.<br>Move the "enabled" string literal on the left side of this string comparison.<br>Move the "ellipse" string literal on the left side of this string comparison.<br>Move the "document-content" string literal on the left side of this string comparison.<br>Move the "byteArray" string literal on the left side of this string comparison.<br>Move the "layer-set" string literal on the left side of this string comparison.<br>Move the "styles.xml" string literal on the left side of this string comparison.<br>Move the "document-styles" string literal on the left side of this string comparison.<br>Move the "colorComponentValue" string literal on the left side of this string comparison.<br>Move the "shortArray" string literal on the left side of this string comparison.<br>Move the "rectangle" string literal on the left side of this string comparison.<br>Move the "CancelSelection" string literal on the left side of this string comparison.<br>Move the "radialGradient" string literal on the left side of this string comparison.<br>Move the "svg" string literal on the left side of this string comparison.<br>Move the "emboss" string literal on the left side of this string comparison.<br>Move the "Frame.active" string literal on the left side of this string comparison.<br>Move the "list-style" string literal on the left side of this string comparison.<br>Move the "page-layout" string literal on the left side of this string comparison.<br>Move the "value" string literal on the left side of this string comparison.<br>Move the "regularPolygon" string literal on the left side of this string comparison.<br>Move the "600" string literal on the left side of this string comparison.<br>Move the "encoding" string literal on the left side of this string comparison.<br>Move the "xml" string literal on the left side of this string comparison.<br>Move the "selected" string literal on the left side of this string comparison.<br>Move the "page" string literal on the left side of this string comparison.<br>Move the "inherit" string literal on the left side of this string comparison.<br>Move the "rotate" string literal on the left side of this string comparison.<br>Move the "rect" string literal on the left side of this string comparison.<br>Move the "tbreak" string literal on the left side of this string comparison.<br>Move the "scale" string literal on the left side of this string comparison.<br>Move the "xmlns" string literal on the left side of this string comparison.<br>Move the "\r\n" string literal on the left side of this string comparison.<br>Move the "matrix" string literal on the left side of this string comparison.<br>Move the "px" string literal on the left side of this string comparison.<br>Move the "colorSliderModel" string literal on the left side of this string comparison.<br>Move the "\r" string literal on the left side of this string comparison.<br>Move the "objectBoundingBox" string literal on the left side of this string comparison.<br>Move the "int" string literal on the left side of this string comparison.<br>Move the "bolder" string literal on the left side of this string comparison.<br>Move the "start" string literal on the left side of this string comparison.<br>Move the "currentColor" string literal on the left side of this string comparison.<br>Move the "700" string literal on the left side of this string comparison.<br>Move the "switch" string literal on the left side of this string comparison.
837,8,1,11, <br>Do not forget to remove this deprecated code someday.
839,69,3,11, <br>Take the required action to fix the issue indicated by this comment.
841,42,1,11, <br>Complete the task associated to this TODO comment.
842,6,3,11, <br>Rename this field name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
844,84,3,11, <br>Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.
